customer_id,first_name,last_name,date_of_birth,ssn_last4,email,phone_number,mailing_city,mailing_state,mailing_zip,customer_segment,employment_status,source_updated_at,source_system,change_reason
CUST-103988,Henry,Hoffman,1974-11-04,5628,henry.hoffman548@yahoo.com,644-313-2815,Millerchester,NY,24833,Affluent,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-103989,Jeffrey,Young,1985-12-17,0176,jeffrey.young481@gmail.com,904-608-4674,South Deanhaven,VI,06512,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-103990,Katherine,Rodriguez,1975-04-21,7438,katherine.rodriguez525@hotmail.com,971-790-8481,Sarahburgh,NM,59701,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-103991,Heather,Jones,1990-03-21,7687,heather.jones588@gmail.com,750-736-1320,Brianfurt,MP,33257,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-103992,Kim,Franco,1958-11-05,5431,kim.franco432@gmail.com,819-799-1113,South Jeremychester,MS,12304,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-103993,Lauren,Hampton,1988-06-07,5782,lauren.hampton984@yahoo.com,197-969-7816,South Noah,CT,99813,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-103994,Joseph,Hamilton,1979-03-31,4827,joseph.hamilton297@yahoo.com,597-007-3212,Jonesberg,CO,46942,Affluent,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-103995,David,Oliver,1973-05-10,2744,david.oliver37@hotmail.com,096-273-1673,Tamaraberg,OH,34436,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-103996,Drew,Freeman,1971-08-13,9791,drew.freeman768@gmail.com,784-054-8512,South Danielfurt,NY,62917,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-103997,Nancy,Harrison,1953-10-06,4981,nancy.harrison745@yahoo.com,987-715-8927,Lake Dustinstad,PA,66821,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-103998,Jesus,Robbins,1980-04-09,9235,jesus.robbins267@hotmail.com,197-936-8642,West Carlosberg,VT,51728,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-103999,Carl,Smith,1990-01-22,1006,carl.smith645@hotmail.com,282-775-6539,South Ronald,SC,82819,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104000,Tanner,Pace,1956-09-08,7752,tanner.pace593@yahoo.com,266-773-0142,West Donna,NM,88988,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104001,Christina,Adams,1963-12-27,2770,christina.adams587@yahoo.com,162-766-4784,Johnsonmouth,MS,33392,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-104002,Veronica,Wilson,1952-03-18,0845,veronica.wilson673@gmail.com,666-029-7294,Davidstad,VI,54326,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104003,Adam,Vargas,1952-01-05,4780,adam.vargas829@yahoo.com,806-810-6595,East Darleneborough,TX,19788,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104004,Russell,Petty,1975-02-19,0447,russell.petty294@gmail.com,543-226-0278,Rachaelburgh,LA,07790,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104005,Nicholas,Watts,1959-06-19,7942,nicholas.watts85@yahoo.com,594-587-0230,Littleland,AZ,98763,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104006,Mark,Torres,1990-07-29,2077,mark.torres518@yahoo.com,741-586-7952,Jessicaside,NM,92492,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104007,Joshua,Garcia,1991-06-08,1259,joshua.garcia872@hotmail.com,507-576-4496,Port Kimberly,HI,13064,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104008,Kevin,Salinas,1980-08-29,4552,kevin.salinas259@yahoo.com,240-436-5451,Lake Shellychester,AR,07112,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104009,Danielle,Erickson,1956-05-25,2171,danielle.erickson631@hotmail.com,567-992-6624,Port Joshua,VT,96027,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-104010,Julie,Wu,1993-04-13,4603,julie.wu282@hotmail.com,148-089-6586,West Richardberg,TN,15770,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104011,Heather,Abbott,1960-06-27,4209,heather.abbott15@hotmail.com,687-574-1228,Pattersontown,TX,33354,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104012,Joseph,Mcintosh,1994-03-03,1827,joseph.mcintosh619@hotmail.com,694-139-0408,New Ruthberg,VT,96468,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104013,Abigail,Lang,1961-01-08,2860,abigail.lang932@hotmail.com,571-427-0931,Lake Ianland,FL,44470,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104014,Kristi,Aguilar,1967-01-09,9695,kristi.aguilar757@yahoo.com,324-126-6620,Hoffmanmouth,MO,54557,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104015,Kimberly,Lowery,1950-02-11,2476,kimberly.lowery675@hotmail.com,028-854-1111,North Christopher,AZ,20778,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104016,Kimberly,Rich,1997-07-23,7317,kimberly.rich379@yahoo.com,542-771-4104,Derekhaven,ND,62330,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104017,Richard,Simon,1976-12-31,2873,richard.simon268@hotmail.com,090-495-2605,Lake Joycestad,MP,38936,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104018,Jessica,Cruz,2005-03-12,3869,jessica.cruz497@gmail.com,728-112-2314,Angelicafurt,IN,54938,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104019,Rodney,Johnson,1982-11-17,2962,rodney.johnson819@yahoo.com,485-997-5265,Johnsonton,MI,54307,Mass,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-104020,Donald,Lyons,1964-01-20,8640,donald.lyons883@gmail.com,290-811-6096,New Gina,OK,95396,Private Bank,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104021,Mark,Logan,1990-12-31,0542,mark.logan352@yahoo.com,136-151-0037,Courtneyshire,TX,19941,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104022,David,Hernandez,1948-02-12,1382,david.hernandez991@yahoo.com,986-007-7571,Michaelmouth,MS,18622,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104023,Virginia,Lopez,1987-04-03,2376,virginia.lopez610@yahoo.com,646-914-5785,New Matthewside,MP,04294,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104024,Brenda,Carlson,1992-05-31,2525,brenda.carlson858@gmail.com,560-326-6251,East Collinbury,AK,67240,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104025,Taylor,Johnson,1960-10-02,8125,taylor.johnson771@gmail.com,467-769-6887,South Sheilaland,AR,67080,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104026,Brian,Hinton,1985-12-09,6765,brian.hinton789@gmail.com,072-996-7224,Michaelmouth,PR,83274,Private Bank,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104027,Shane,Mcmillan,1962-07-28,6277,shane.mcmillan244@yahoo.com,917-100-3570,Nicolebury,SD,29241,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104028,Tamara,Holland,1965-06-18,7211,tamara.holland744@hotmail.com,437-475-0636,Jasonburgh,NY,52796,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104029,Jennifer,Bennett,1981-05-15,2740,jennifer.bennett216@hotmail.com,341-152-5641,Gomezton,NE,39410,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104030,Jason,Perez,2003-04-18,9465,jason.perez752@yahoo.com,406-965-1482,Bondside,HI,60281,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104031,Donald,Russell,2004-07-14,5653,donald.russell56@gmail.com,930-092-2411,Wellsstad,MI,92721,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104032,James,Ayers,1961-08-21,4331,james.ayers774@hotmail.com,742-115-2192,Reesebury,MT,01438,Private Bank,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104033,Becky,Simpson,1974-11-10,1900,becky.simpson54@hotmail.com,955-131-0398,Carrillohaven,WI,56815,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104034,James,Larson,1953-06-02,2745,james.larson476@gmail.com,075-674-5377,New Randallberg,DC,48624,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104035,Robert,Romero,1968-09-12,6533,robert.romero488@yahoo.com,031-219-1442,New Sandra,ME,43947,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104036,Mary,Brown,1955-08-07,4937,mary.brown488@hotmail.com,415-464-2255,Port Derek,CA,82251,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104037,Isaac,Mccoy,1974-11-15,8724,isaac.mccoy240@yahoo.com,114-862-9783,Lake William,LA,42854,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104038,James,Wilson,1957-03-12,6222,james.wilson700@hotmail.com,166-040-0989,Lake Rodney,VA,59360,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104039,Bobby,Harrison,1952-01-05,6390,bobby.harrison486@yahoo.com,184-744-0005,Gloriabury,SD,12315,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104040,Terri,Lambert,1954-12-18,4302,terri.lambert149@hotmail.com,649-232-7244,Morganbury,NY,76261,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104041,Rachael,Torres,1972-03-18,8690,rachael.torres892@yahoo.com,995-232-5377,Kimberlyburgh,SC,54401,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104042,Katherine,Brown,1964-04-16,7122,katherine.brown13@yahoo.com,351-454-6260,Matthewhaven,MN,47032,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104043,Michael,Porter,2004-09-21,4731,michael.porter950@hotmail.com,189-034-7744,Kristenside,MA,28232,Affluent,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104044,Janet,Blake,1994-11-25,7353,janet.blake392@gmail.com,130-832-1216,Port Kristenmouth,MT,18771,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-104045,Michael,Davis,1993-06-14,5172,michael.davis985@yahoo.com,310-298-3312,Nguyenberg,SD,66115,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104046,Cody,Riddle,1999-12-18,8687,cody.riddle700@yahoo.com,988-871-0548,Benjaminbury,VI,73393,Mass,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-104047,Natasha,Brown,2001-09-04,0672,natasha.brown100@yahoo.com,658-153-9362,East Kaylee,RI,28134,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-104048,Paul,Ayala,1980-10-30,8704,paul.ayala653@yahoo.com,946-592-0548,Brettborough,FL,48763,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104049,Steven,Miller,1958-04-23,5797,steven.miller980@hotmail.com,907-726-9252,East Bill,RI,85812,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104050,Richard,Thomas,2004-09-05,7074,richard.thomas626@gmail.com,507-012-0084,South Michaelhaven,NY,21585,Affluent,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-104051,David,Mendoza,1986-12-29,4466,david.mendoza344@hotmail.com,599-317-8587,Harriston,MI,31021,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104052,Amber,Lozano,2005-01-08,4429,amber.lozano274@yahoo.com,770-373-7967,New Maria,ID,54077,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104053,Scott,Martinez,2001-12-29,1610,scott.martinez262@hotmail.com,946-501-2357,East James,RI,36126,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104054,Terri,Carr,1974-05-01,9571,terri.carr401@gmail.com,834-062-6295,South Larry,CA,36045,Affluent,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104055,Amber,Wells,1976-01-07,7554,amber.wells792@hotmail.com,459-941-8836,New Bettyhaven,PW,69185,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104056,Robin,Goodman,1981-08-04,3961,robin.goodman752@gmail.com,207-964-4817,Stephaniestad,DC,44494,Private Bank,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104057,Mary,Hall,2003-08-03,9645,mary.hall789@hotmail.com,255-250-0308,Nielsenfort,VI,54190,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104058,Brent,Thompson,2003-06-15,3193,brent.thompson533@yahoo.com,033-215-8363,East Jasmineberg,NY,45704,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104059,Alicia,Grimes,1974-08-04,5528,alicia.grimes694@yahoo.com,360-489-8833,Taylorside,TX,85545,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104060,Danny,Gay,1990-01-25,2947,danny.gay321@yahoo.com,060-947-1888,Lake Elizabethstad,CA,30965,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104061,Christopher,Martinez,1992-03-15,8972,christopher.martinez11@gmail.com,967-307-4686,New Theresa,LA,51465,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104062,Mary,Brown,2003-11-13,0138,mary.brown852@yahoo.com,812-779-4917,Nguyenmouth,NY,80530,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104063,Angela,Anderson,1999-04-25,1113,angela.anderson13@gmail.com,627-049-1418,Robertberg,IA,31550,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-104064,Raven,Patel,1999-09-30,6737,raven.patel101@gmail.com,167-290-0372,Darleneton,WA,87273,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104065,Brenda,King,1989-09-02,8605,brenda.king107@yahoo.com,130-745-5290,East Michaelburgh,SC,03141,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104066,Stephanie,Kerr,1985-02-05,7306,stephanie.kerr360@gmail.com,839-226-3030,Wagnerbury,SC,65641,Private Bank,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104067,Carl,May,1993-03-25,3594,carl.may743@gmail.com,946-125-7981,East James,GU,15885,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104068,Gail,Krause,1995-07-03,4641,gail.krause258@gmail.com,899-256-3114,Port Georgeville,MI,28006,Mass,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-104069,Victoria,Holder,1994-05-08,3163,victoria.holder35@yahoo.com,027-617-7812,East David,KY,49400,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104070,Jonathan,Stanley,1991-07-25,0388,jonathan.stanley635@gmail.com,177-816-2142,Perrychester,MA,57907,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104071,Marie,Woods,1956-05-06,1506,marie.woods59@hotmail.com,416-350-2142,North Nicholasville,DE,35041,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104072,Nancy,Zavala,1990-12-15,9734,nancy.zavala673@yahoo.com,455-820-0941,Port Joseph,MI,16810,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104073,Nicholas,Archer,1965-06-01,3552,nicholas.archer974@yahoo.com,537-092-3879,Port Stacy,SC,29732,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-104074,Gavin,Moss,1961-09-26,9820,gavin.moss654@yahoo.com,770-989-5342,Heatherland,NM,08366,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104075,David,Patrick,1965-12-20,1995,david.patrick726@hotmail.com,121-555-2489,Port Aaron,WV,66707,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104076,Thomas,Harris,1991-08-25,1965,thomas.harris89@yahoo.com,188-041-1212,Martinezshire,TN,92052,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-104077,Danielle,Coleman,1954-06-18,9907,danielle.coleman134@hotmail.com,296-746-9778,East Justinborough,CT,57617,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104078,Lauren,Bowen,2004-04-01,6159,lauren.bowen673@hotmail.com,483-557-4908,Scottfort,CO,64861,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104079,Scott,Flores,1971-05-16,9274,scott.flores823@hotmail.com,964-322-4696,North Lisa,SC,13697,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104080,Mark,Patel,1983-02-23,3027,mark.patel918@gmail.com,993-263-4309,South Eric,GU,37568,Private Bank,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104081,William,King,1954-01-21,1816,william.king713@yahoo.com,217-381-0189,Allenborough,UT,82460,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104082,Ian,Mccormick,1953-04-22,3018,ian.mccormick260@hotmail.com,258-999-6739,East Dakotafurt,OK,58903,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104083,Kimberly,Combs,1953-07-10,4826,kimberly.combs479@hotmail.com,858-407-3431,Port Erinstad,SC,59220,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104084,Jackie,Hill,1983-06-24,1240,jackie.hill655@hotmail.com,675-897-0154,Lake Dean,TN,82842,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104085,Trevor,Oliver,2000-03-14,7429,trevor.oliver945@yahoo.com,577-200-5368,New Barbaraview,IN,41588,Affluent,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104086,Robin,Goodwin,1961-11-12,4528,robin.goodwin788@hotmail.com,201-877-6712,Sandraview,VA,10598,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104087,Patricia,Wood,1984-03-25,6995,patricia.wood709@hotmail.com,127-073-6620,Brewerberg,NM,16885,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104088,Jonathan,Preston,1973-12-10,5298,jonathan.preston264@gmail.com,996-745-0716,East Brittany,MH,47244,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104089,Dean,Lowe,1986-09-14,2653,dean.lowe800@yahoo.com,575-768-1120,Port Michaelmouth,TX,41989,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104090,Michael,Sanchez,1991-01-27,1212,michael.sanchez284@yahoo.com,074-393-8727,South Denisestad,PA,94573,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104091,Jason,Bell,1985-06-30,1022,jason.bell392@gmail.com,423-844-8232,North Julialand,AZ,52474,Mass,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-104092,James,Warren,1951-12-26,6366,james.warren341@gmail.com,868-938-3954,West Courtney,WI,65928,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104093,Heather,Miller,1996-01-01,0984,heather.miller265@yahoo.com,038-405-8870,Mistyland,OK,26520,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-104094,Lisa,Payne,1974-05-09,4336,lisa.payne183@gmail.com,335-195-0962,Port John,KY,03891,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104095,Emily,Coffey,1990-12-28,7218,emily.coffey72@hotmail.com,389-833-3378,Harrisbury,MD,98199,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104096,Alice,Nguyen,1999-12-21,8056,alice.nguyen951@gmail.com,998-959-8148,West Shirleymouth,CA,46375,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104097,Matthew,Freeman,1970-12-28,3287,matthew.freeman625@gmail.com,273-006-3647,West Lindafort,AR,39000,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104098,Mary,Moreno,1983-11-29,6432,mary.moreno183@yahoo.com,891-929-4476,East Cynthia,NH,64542,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104099,Kelsey,Armstrong,1961-06-27,8061,kelsey.armstrong112@gmail.com,470-130-3760,Brittanyshire,MH,13358,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104100,Jo,Larson,1974-09-26,2357,jo.larson554@yahoo.com,797-310-8027,East Stephanieburgh,GU,24364,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104101,Rebecca,Richardson,1977-10-10,7065,rebecca.richardson224@gmail.com,903-222-1138,Jensenland,OH,53561,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104102,Ryan,Johnson,1974-12-26,1740,ryan.johnson935@hotmail.com,419-572-4168,Judyview,MI,91957,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104103,Laura,Barber,1980-06-15,7234,laura.barber733@hotmail.com,105-340-5347,Ashleyborough,AZ,90572,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104104,Amber,Mack,1974-12-02,4243,amber.mack106@hotmail.com,934-565-1390,Brandtburgh,MS,60102,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104105,Maria,Castaneda,1996-04-06,0571,maria.castaneda75@gmail.com,396-259-9917,Lake Jenniferburgh,NJ,13401,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104106,Logan,Brennan,1973-11-04,1153,logan.brennan586@yahoo.com,226-386-1716,East Katherineside,MP,25336,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104107,Matthew,Garcia,1976-02-22,4105,matthew.garcia796@gmail.com,052-450-3578,West Lance,CA,98904,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104108,Darren,Bush,1959-03-15,7305,darren.bush20@hotmail.com,579-614-4400,Stephenshire,NM,79739,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104109,Amy,Walker,1998-09-25,8154,amy.walker153@gmail.com,279-110-7465,Sharonfurt,MN,31524,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104110,Alec,Pena,1997-11-05,0014,alec.pena956@gmail.com,686-523-2042,Lake Keithberg,FM,37007,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104111,Steven,Bryan,1962-10-08,0619,steven.bryan681@hotmail.com,485-013-6724,Andrewbury,FL,95162,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-104112,Brian,Johnson,1965-12-29,6397,brian.johnson273@hotmail.com,875-219-3269,Joshuafurt,ME,29298,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104113,Corey,Martinez,1954-04-29,2483,corey.martinez717@gmail.com,097-658-3571,Wuchester,DC,02186,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104114,Abigail,Wheeler,1974-02-07,5403,abigail.wheeler927@hotmail.com,793-483-2948,South Josephfurt,NY,82368,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104115,Alan,West,1951-02-18,6411,alan.west589@yahoo.com,754-750-3168,West Stephenchester,NE,41269,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104116,Jessica,Caldwell,1982-12-02,0060,jessica.caldwell528@yahoo.com,801-200-3908,Lake Caitlinton,TN,40758,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104117,Scott,Morgan,1983-09-13,8039,scott.morgan490@yahoo.com,408-888-5037,North Sabrina,OK,27365,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104118,Anthony,Roy,1979-10-21,7144,anthony.roy414@gmail.com,848-296-0462,Port Kimberlyfort,IN,72654,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104119,Kevin,Taylor,1953-05-18,1148,kevin.taylor554@yahoo.com,343-976-8252,New Cody,WI,37418,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104120,Thomas,Herman,1988-06-04,3700,thomas.herman4@hotmail.com,995-575-5383,Anthonystad,UT,33592,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104121,Charles,Sparks,1994-11-06,6298,charles.sparks978@yahoo.com,443-297-9202,East David,FL,31295,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104122,Erika,Chavez,1985-09-05,7898,erika.chavez125@hotmail.com,322-888-9702,Johnsonstad,DC,08513,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104123,Rodney,Hodges,1949-05-13,9293,rodney.hodges549@hotmail.com,410-697-7753,East Andrea,ID,87610,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104124,Danielle,Ruiz,2001-03-13,5880,danielle.ruiz342@hotmail.com,421-785-7228,Port Jenniferbury,MO,79409,Affluent,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104125,Christopher,Church,1964-09-09,4961,christopher.church411@gmail.com,380-869-1918,New Natashaville,PW,62700,Affluent,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-104126,Kevin,Murphy,1955-03-10,0904,kevin.murphy648@yahoo.com,537-004-1023,Port Paul,GA,74097,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104127,Nicholas,Hurley,1951-07-31,1485,nicholas.hurley375@hotmail.com,277-038-9313,Riosshire,AK,32468,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104128,Ryan,Murphy,1951-12-19,8759,ryan.murphy874@hotmail.com,897-293-1901,North Amystad,KY,01979,Mass,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-104129,Nicholas,Washington,1962-08-22,5571,nicholas.washington83@hotmail.com,703-817-1747,Carolyntown,WY,62655,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104130,Cheyenne,Sanchez,1978-02-05,7530,cheyenne.sanchez779@gmail.com,373-623-0576,Port Gwendolyn,UT,61065,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104131,Garrett,Melendez,1995-01-23,4750,garrett.melendez664@hotmail.com,318-585-2186,West Jeffrey,MI,51609,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104132,Jason,Baker,1987-01-04,3327,jason.baker181@yahoo.com,422-434-9093,Douglasshire,WI,20987,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104133,Robert,Mcdowell,1965-05-28,9084,robert.mcdowell41@yahoo.com,830-410-5458,Smithbury,SC,59938,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104134,Tracy,Liu,1979-07-27,6294,tracy.liu677@yahoo.com,566-807-3457,North Stevenmouth,NY,03411,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104135,Ricky,Bell,1996-09-09,3129,ricky.bell307@gmail.com,647-223-1464,North Edward,PW,58958,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104136,Ralph,Mayo,1980-11-11,6391,ralph.mayo918@yahoo.com,758-134-3447,Davenportfurt,WA,22570,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104137,Jesse,Mccarthy,1980-08-03,1749,jesse.mccarthy646@yahoo.com,378-612-0459,Crawfordchester,NJ,95065,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-104138,Darlene,Hartman,1950-11-25,5886,darlene.hartman499@hotmail.com,506-925-1911,Donnachester,MA,23763,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
